TransactionID,AccountOriginID,AccountDestinationID,TransactionTypeID,Amount,TransactionDate,BranchID,Description,Year,Month,Day
3002811,200418,201451,2,3066.61,2023-11-21 04:00:00.000000,37,Transaction 2811,2023,11,21
3013787,201554,201375,3,616.81,2023-01-17 17:00:00.000000,8,Transaction 13787,2023,1,17
3033121,200429,200515,4,2524.2,2022-11-23 02:00:00.000000,11,Transaction 33121,2022,11,23
3027909,200931,201322,1,2077.8,2021-09-10 06:00:00.000000,13,Transaction 27909,2021,9,10
3041442,201605,200680,3,4968.71,2020-04-02 15:00:00.000000,2,Transaction 41442,2020,4,2
3037938,201362,200840,1,4863.29,2022-09-04 11:00:00.000000,15,Transaction 37938,2022,9,4
3045762,200684,200237,1,499.9,2021-02-13 19:00:00.000000,23,Transaction 45762,2021,2,13
3039566,200166,200410,3,391.77,2026-01-18 15:01:43.084879,3,Transaction 39566,2026,1,18
3009342,200723,200434,3,1527.39,2022-03-29 18:00:00.000000,22,Transaction 9342,2022,3,29
3008013,200324,200776,4,217.27,2022-06-28 17:00:00.000000,50,Transaction 8013,2022,6,28
3030955,200243,201557,3,994.36,2022-02-17 05:00:00.000000,44,Transaction 30955,2022,2,17
3003370,201014,200088,2,3513.02,2022-08-04 23:00:00.000000,20,Transaction 3370,2022,8,4
3012589,201030,200958,1,2267.06,2020-01-14 22:00:00.000000,22,Transaction 12589,2020,1,14
3046848,200880,201105,2,3129.53,2021-07-31 13:00:00.000000,34,Transaction 46848,2021,7,31
3023044,200774,200235,1,3538.5,2021-09-30 17:00:00.000000,7,Transaction 23044,2021,9,30
3035938,200634,200339,3,2425.42,2021-02-05 07:00:00.000000,27,Transaction 35938,2021,2,5
3031874,200209,200709,1,3933.91,2023-05-06 06:00:00.000000,25,Transaction 31874,2023,5,6
3030225,200414,201249,2,3308.03,2020-02-16 08:00:00.000000,44,Transaction 30225,2020,2,16
3022498,200318,200824,1,935.03,2020-10-19 17:00:00.000000,26,Transaction 2498,2020,10,19
3004696,201238,201629,2,4052.06,2020-02-19 10:00:00.000000,41,Transaction 4696,2020,2,19
3033570,200024,200369,2,447.88,2022-07-09 09:00:00.000000,12,Transaction 33570,2022,7,9
3008954,200622,200025,3,4868.85,2021-08-05 17:00:00.000000,49,Transaction 8954,2021,8,5
3033655,201015,200672,3,2504.44,2021-01-03 18:00:00.000000,9,Transaction 33655,2021,1,3
3006563,200551,201096,2,49.02,2023-01-23 22:00:00.000000,35,Transaction 6563,2023,1,23
3035633,201464,200825,2,2779.6,2021-04-21 14:00:00.000000,39,Transaction 35633,2021,4,21
3048468,200858,200810,3,2432.13,2021-11-10 05:00:00.000000,4,Transaction 48468,2021,11,10
3048382,200103,201174,1,4990.83,2020-04-30 14:00:00.000000,46,Transaction 48382,2020,4,30
3012976,200361,200121,1,1459.91,2021-11-28 16:00:00.000000,36,Transaction 12976,2021,11,28
3016376,200416,200511,3,4503.46,2022-10-23 01:00:00.000000,47,Transaction 16376,2022,10,23
3038880,200855,200040,2,4032.29,2022-08-03 11:00:00.000000,15,Transaction 38880,2022,8,3
3003627,200112,200500,3,1548.57,2020-07-10 01:00:00.000000,43,Transaction 3627,2020,7,10
3021486,201411,200256,3,4154.59,2021-01-29 22:00:00.000000,46,Transaction 21486,2021,1,29
3007497,200252,200289,3,3067.87,2023-09-11 03:00:00.000000,3,Transaction 7497,2023,9,11
3033483,201155,201175,2,4321.23,2022-03-22 07:00:00.000000,26,Transaction 33483,2022,3,22
3029104,200801,200866,1,2364.77,2022-10-07 14:00:00.000000,34,Transaction 29104,2022,10,7
3001982,201287,201149,3,4711.71,2022-07-24 03:00:00.000000,33,Transaction 1982,2022,7,24
3047061,200897,200686,3,1221.1,2023-10-21 14:00:00.000000,21,Transaction 47061,2023,10,21
3008158,200391,201162,4,4958.43,2020-05-13 23:00:00.000000,44,Transaction 8158,2020,5,13
3004960,200836,200995,3,3091.9,2020-07-25 03:00:00.000000,14,Transaction 4960,2020,7,25
3026074,200255,201340,1,4149.65,2023-05-07 10:00:00.000000,32,Transaction 26074,2023,5,7
3044676,200670,201440,1,1072.81,2020-06-27 20:00:00.000000,48,Transaction 44676,2020,6,27
3023508,200973,201356,2,2995.67,2020-11-06 02:00:00.000000,26,Transaction 23508,2020,11,6
3001021,201151,200981,1,3957.28,2022-06-09 15:00:00.000000,10,Transaction 1021,2022,6,9
3040181,200283,201113,1,240.25,2023-11-01 10:00:00.000000,17,Transaction 40181,2023,11,1
3027407,200799,201013,4,324.42,2020-01-21 19:00:00.000000,50,TraCsaction 27407,2020,1,21
3037866,200222,201219,4,406.18,2022-04-28 18:00:00.000000,12,Transaction 37866,2022,4,28
3021680,201388,201538,1,1540.98,2020-09-14 21:00:00.000000,5,Transaction 21680,2020,9,14
3033566,201489,201390,2,4443.62,2020-12-07 10:00:00.000000,21,Transaction 33566,2020,12,7
3043191,200990,200445,2,2919.83,2022-03-12 15:00:00.000000,49,Transaction 43191,2022,3,12
3007173,200291,200199,4,2859.37,2020-07-02 17:00:00.000000,49,Transaction 7173,2020,7,2
3003151,200363,200163,2,593.36,2020-06-12 00:00:00.000000,32,Transaction 3151,2020,6,12
3014429,200236,201377,2,3859.98,2020-06-10 03:00:00.000000,13,Transaction 14429,2020,6,10
3038604,200890,200098,4,2319.65,2023-09-19 03:00:00.000000,40,Transaction 38604,2023,9,19
3031464,201455,200253,2,1155.63,2022-07-20 17:00:00.000000,44,Transaction 31464,2022,7,20
3044136,200100,201295,3,1836.45,2023-06-25 23:00:00.000000,27,Transaction 44136,2023,6,25
3020500,200194,201363,1,4539.33,2022-01-25 00:00:00.000000,41,Transaction 20500,2022,1,25
3037257,200984,200147,1,3857.66,2021-07-31 07:00:00.000000,20,Transaction 37257,2021,7,31
3035166,201435,201137,2,1501.59,2022-07-16 09:00:00.000000,50,Transaction 35166,2022,7,16
3006992,200759,200152,2,1491.92,2022-05-20 20:00:00.000000,7,Transaction 6992,2022,5,20
3033451,201285,201590,1,192.54,2021-12-02 18:00:00.000000,1,Transaction 33451,2021,12,2
3032895,201333,200376,2,4423.88,2020-11-13 12:00:00.000000,30,Transaction 32895,2020,11,13
3001539,201084,201307,3,3340.11,2021-11-05 11:00:00.000000,30,Transaction 1539,2021,11,5
3023193,201192,200807,2,2956.99,2020-02-16 12:00:00.000000,12,Transaction 23193,2020,2,16
3023348,200268,201467,2,3254.67,2021-01-29 20:00:00.000000,36,Transaction 23348,2021,1,29
3005631,200843,200416,2,2072.64,2020-10-20 17:00:00.000000,33,Transaction 5631,2020,10,20
3033200,200359,201224,2,3148.88,2020-05-29 17:00:00.000000,49,Transaction 33200,2020,5,29
3026823,200540,201394,2,2526.13,2020-04-08 02:00:00.000000,19,Transaction 26823,2020,4,8
3011947,201202,200038,2,658.44,2022-07-21 16:00:00.000000,11,Transaction 11947,2022,7,21
3043123,200803,201456,1,123.55,2023-12-23 06:00:00.000000,24,Transaction 43123,2023,12,23
3005516,200248,201477,3,2606.81,2020-09-12 09:00:00.000000,46,Transaction 5516,2020,9,12
3006628,200011,200450,1,4343.29,2023-01-09 07:00:00.000000,19,Transaction 6628,2023,1,9
3028977,200799,200394,3,4478.57,2020-06-07 11:00:00.000000,9,Transaction 28977,2020,6,7
3024297,200192,201577,1,4661.35,2023-09-08 21:00:00.000000,14,Transaction 24297,2023,9,8
3033493,201423,201049,2,2032.95,2020-09-10 16:00:00.000000,13,Transaction 33493,2020,9,10
3034990,201141,200017,1,1904.98,2022-11-25 00:00:00.000000,31,Transaction 34990,2022,11,25
3020100,200676,201534,2,2602.37,2021-07-26 13:00:00.000000,2,Transaction 20100,2021,7,26
3043678,200676,201528,1,4307.45,2020-06-06 22:00:00.000000,21,Transaction 43678,2020,6,6
3033966,201455,200651,2,2340.67,2022-12-21 07:00:00.000000,32,Transaction 33966,2022,12,21
3032973,200347,201567,4,1872.61,2023-03-12 18:00:00.000000,14,Transaction 32973,2023,3,12
3043791,201327,200642,1,1876.6,2020-09-02 05:00:00.000000,15,Transaction 43791,2020,9,2
3037793,200854,201244,1,3809.57,2023-08-06 19:00:00.000000,7,Transaction 37793,2023,8,6
3006747,201565,201404,3,3734.55,2023-06-24 05:00:00.000000,12,Transaction 6747,2023,6,24
3041282,200459,201602,4,4922.9,2022-12-28 03:00:00.000000,23,Transaction 41282,2022,12,28
3021978,200674,200647,2,4883.48,2022-06-14 05:00:00.000000,35,Transaction 21978,2022,6,14
3025855,200631,200505,3,4464.02,2022-01-08 12:00:00.000000,42,Transaction 25855,2022,1,8
3033902,200185,200322,4,1257.47,2022-09-04 07:00:00.000000,22,Transaction 33902,2022,9,4
3006137,200568,200689,3,3724.27,2021-05-19 02:00:00.000000,49,Transaction 6137,2021,5,19
3049033,200593,200950,1,1203.09,2020-11-24 21:00:00.000000,43,Transaction 49033,2020,11,24
3017656,201123,200795,2,1988.48,2021-08-24 13:00:00.000000,25,Transaction 17656,2021,8,24
3045478,201456,200269,2,4433.86,2020-11-12 01:00:00.000000,9,Transaction 45478,2020,11,12
3022367,200320,201078,3,2617.97,2021-12-28 02:00:00.000000,32,Transaction 22367,2021,12,28
3018541,200880,200777,3,4259.85,2023-08-25 04:00:00.000000,17,Transaction 18541,2023,8,25
3046736,200866,200572,3,636.08,2020-11-23 09:00:00.000000,42,Transaction 46736,2020,11,23
3012840,201250,201576,4,3099.29,2020-08-24 09:00:00.000000,11,Transaction 12840,2020,8,24
3006023,201495,200908,2,661.67,2022-01-25 00:00:00.000000,24,Transaction 6023,2022,1,25
3013480,201077,200108,1,2748.33,2023-05-11 07:00:00.000000,15,Transaction 13480,2023,5,11
3030103,200005,201151,3,4500.6,2021-01-05 04:00:00.000000,4,Transaction 30103,2021,1,5
3032093,200522,201104,2,2869.76,2020-09-08 04:00:00.000000,14,Transaction 32093,2020,9,8
3032834,200799,200975,1,465.49,2021-04-16 10:00:00.000000,48,Transaction 32834,2021,4,16
3009762,200789,201597,2,878.17,2023-06-13 17:00:00.000000,45,Transaction 9762,2023,6,13
3006769,201068,201518,1,4806.37,2021-08-23 08:00:00.000000,33,Transaction 6769,2021,8,23
3031931,200538,201165,1,2039.15,2020-11-29 18:00:00.000000,30,Transaction 31931,2020,11,29
3030081,200572,201482,1,4020.0,2020-05-17 23:00:00.000000,19,Transaction 30081,2020,5,17
3008596,200830,201216,3,277.35,2022-10-23 22:00:00.000000,19,Transaction 8596,2022,10,23
3008599,200369,200805,2,201.4,2023-04-08 04:00:00.000000,24,Transaction 8599,2023,4,8
3008874,200513,200491,4,1287.3,2022-03-07 00:00:00.000000,21,Transaction 8874,2022,3,7
3004609,200517,201045,1,463.05,2023-04-02 22:00:00.000000,9,Transaction 4609,2023,4,2
3021717,201638,200651,1,2483.62,2021-08-14 09:00:00.000000,45,Transaction 21717,2021,8,14
3032588,200955,201052,1,601.24,2022-01-04 00:00:00.000000,24,Transaction 32588,2022,1,4
3001796,201242,200135,3,2821.61,2021-02-14 20:00:00.000000,21,Transaction 1796,2021,2,14
3039572,201078,201264,1,4073.84,2020-09-19 07:00:00.000000,19,Transaction 39572,2020,9,19
3038211,200759,201169,1,4656.93,2020-11-25 09:00:00.000000,24,Transaction 38211,2020,11,25
3036375,201219,200273,1,1019.47,2022-02-07 11:00:00.000000,49,Transaction 36375,2022,2,7
3019056,201641,200855,3,1127.25,2023-11-07 10:00:00.000000,25,Transaction 19056,2023,11,7
3038238,201470,201361,1,1111.5,2023-05-15 23:00:00.000000,35,Transaction 38238,2023,5,15
3007416,201189,200591,1,3115.23,2022-08-29 12:00:00.000000,28,Transaction 7416,2022,8,29
3029341,201412,200639,3,2569.49,2022-04-16 02:00:00.000000,12,Transaction 29341,2022,4,16
3006762,201324,201481,2,2865.89,2024-01-12 08:00:00.000000,38,Transaction 6762,2024,1,12
3000594,200218,201558,1,162.07,2023-07-19 02:00:00.000000,6,Transaction 594,2023,7,19
3024514,200507,200581,2,768.4,2023-07-23 02:00:00.000000,32,Transaction 24514,2023,7,23
3040945,200320,201538,2,2696.68,2022-11-22 15:00:00.000000,1,Transaction 40945,2022,11,22
3005271,200677,200011,3,1142.94,2021-04-19 17:00:00.000000,8,Transaction 5271,2021,4,19
3048882,200352,200981,4,4376.65,2022-01-25 00:00:00.000000,14,Transaction 48882,2022,1,25
3002329,201510,200229,3,1926.4,2021-09-19 13:00:00.000000,4,Transaction 2329,2021,9,19
3020222,200436,200192,3,4419.47,2023-07-26 20:00:00.000000,28,Transaction 20222,2023,7,26
3024025,200999,200033,1,3193.78,2020-10-12 03:00:00.000000,18,Transaction 24025,2020,10,12
3003186,200111,200447,3,1191.42,2021-01-04 07:00:00.000000,46,Transaction 3186,2021,1,4
3023500,201074,201032,2,3558.03,2022-08-27 02:00:00.000000,23,Transaction 23500,2022,8,27
3039495,200513,201103,2,644.98,2021-03-31 22:00:00.000000,7,Transaction 39495,2021,3,31
3017504,201443,201211,2,4884.35,2021-06-27 15:00:00.000000,24,Transaction 17504,2021,6,27
3049294,200238,200741,1,2157.23,2023-07-05 20:00:00.000000,23,Transaction 49294,2023,7,5
3014881,200640,200680,3,3153.65,2024-01-19 13:00:00.000000,2,Transaction 14881,2024,1,19
3031601,201491,200490,1,1899.11,2021-02-27 05:00:00.000000,13,Transaction 31601,2021,2,27
3024087,201149,200350,1,1929.13,2023-11-19 19:00:00.000000,5,Transaction 24087,2023,11,19
3039409,201196,201248,1,3173.62,2021-08-02 10:00:00.000000,38,Transaction 39409,2021,8,2
3003691,200347,200844,2,1225.33,2021-05-23 15:00:00.000000,30,Transaction 3691,2021,5,23
3027029,200004,200930,3,1328.02,2020-07-14 13:00:00.000000,20,Transaction 27029,2020,7,14
3030512,200641,200411,2,2532.92,2022-02-27 23:00:00.000000,18,Transaction 30512,2022,2,27
3034719,200143,201057,1,4722.92,2023-11-10 08:00:00.000000,44,Transaction 34719,2023,11,10
3019671,200516,200306,2,4793.92,2021-09-20 01:00:00.000000,41,Transaction 19671,2021,9,20
3020401,201101,200535,1,2192.7,2020-11-14 19:00:00.000000,29,Transaction 20401,2020,11,14
3046043,201517,201411,1,1584.45,2023-06-26 01:00:00.000000,30,Transaction 46043,2023,6,26
3029313,201402,201057,4,1664.45,2022-12-02 23:00:00.000000,43,Transaction 29313,2022,12,2
3032281,200897,201575,2,1023.81,2021-07-01 09:00:00.000000,23,Transaction 32281,2021,7,1
3048570,200846,201079,1,936.2,2022-12-27 08:00:00.000000,46,Transaction 48570,2022,12,27
3045252,200807,200048,2,4323.01,2022-11-21 16:00:00.000000,10,Transaction 45252,2022,11,21
3014363,201629,201191,1,937.17,2021-12-13 04:00:00.000000,42,Transaction 14363,2021,12,13
3008943,201297,200242,2,3964.98,2020-11-28 13:00:00.000000,33,Transaction 8943,2020,11,28
3028655,200507,200990,1,1313.36,2021-03-31 17:00:00.000000,35,Transaction 28655,2021,3,31
3017273,201198,201229,1,1740.25,2023-11-23 19:00:00.000000,42,Transaction 17273,2023,11,23
3030065,200958,201131,3,2980.3,2021-05-21 12:00:00.000000,33,Transaction 30065,2021,5,21
3007393,201231,201463,2,1672.85,2021-08-29 14:00:00.000000,2,Transaction 7393,2021,8,29
3025591,200861,201452,2,1277.12,2021-04-23 17:00:00.000000,32,Transaction 25591,2021,4,23
3003958,200285,201161,1,1164.5,2023-08-13 14:00:00.000000,44,Transaction 3958,2023,8,13
3029608,201577,200068,1,1333.76,2022-10-05 22:00:00.000000,37,Transaction 29608,2022,10,5
3014021,200566,200998,2,1804.51,2023-12-26 09:00:00.000000,18,Transaction 14021,2023,12,26
3025449,201033,200866,1,2903.44,2023-01-21 23:00:00.000000,48,Transaction 25449,2023,1,21
3036766,200113,200447,3,4806.6,2023-10-04 07:00:00.000000,25,Transaction 36766,2023,10,4
3035835,200825,200864,3,3845.76,2023-08-22 14:00:00.000000,9,Transaction 35835,2023,8,22
3038650,200545,200435,1,3900.8,2020-01-10 10:00:00.000000,43,Transaction 38650,2020,1,10
3034330,201264,200454,2,3462.22,2022-07-12 04:00:00.000000,48,Transaction 34330,2022,7,12
3024831,200668,200087,2,3079.14,2023-10-01 03:00:00.000000,20,Transaction 24831,2023,10,1
3026773,200503,201176,3,4451.55,2021-10-22 09:00:00.000000,32,Transaction 26773,2021,10,22
3028769,201176,200017,1,384.75,2020-06-02 05:00:00.000000,17,Transaction 28769,2020,6,2
3040618,201362,201622,2,4404.86,2021-12-25 07:00:00.000000,18,Transaction 40618,2021,12,25
3033659,201245,200725,4,2790.47,2023-11-10 23:00:00.000000,34,Transaction 33659,2023,11,10
3045553,200157,200145,1,3877.65,2023-08-22 20:00:00.000000,28,Transaction 45553,2023,8,22
3034683,201549,200689,2,984.36,2021-06-08 11:00:00.000000,24,Transaction 34683,2021,6,8
3042976,201051,200752,1,3169.62,2023-04-12 15:00:00.000000,39,Transaction 42976,2023,4,12
3010272,200069,200722,3,175.98,2023-03-31 02:00:00.000000,43,Transaction 10272,2023,3,31
3029645,200395,200011,2,3621.8,2020-01-19 08:00:00.000000,21,Transaction 29645,2020,1,19
3040905,200002,201381,4,4093.62,2022-08-17 01:00:00.000000,25,Transaction 40905,2022,8,17
3017644,201426,200837,2,4822.03,2023-12-16 07:00:00.000000,11,Transaction 17644,2023,12,16
3029310,200634,200100,2,3404.8,2023-11-08 17:00:00.000000,27,Transaction 29310,2023,11,8
3039797,200276,200035,3,4151.83,2021-08-05 20:00:00.000000,46,Transaction 39797,2021,8,5
3023033,200925,200258,2,637.3,2023-12-07 04:00:00.000000,19,Transaction 23033,2023,12,7
3042141,200581,201000,2,4111.54,2021-09-19 11:00:00.000000,2,Transaction 42141,2021,9,19
3016969,201357,200485,4,3903.97,2021-04-25 06:00:00.000000,15,Transaction 16969,2021,4,25
3034540,201061,200037,2,674.48,2022-08-09 12:00:00.000000,19,Transaction 34540,2022,8,9
3020518,200282,200153,4,869.4,2025-09-24 15:01:43.084879,11,Transaction 20518,2025,9,24
3031328,200252,200129,1,1061.74,2023-10-24 14:00:00.000000,50,Transaction 31328,2023,10,24
3022984,201484,200615,3,2926.5,2022-01-25 00:00:00.000000,11,Transaction 22984,2022,1,25
3010501,200923,200115,2,4148.5,2021-05-08 22:00:00.000000,25,Transaction 10501,2021,5,8
3010074,200574,201489,3,1745.97,2023-07-19 01:00:00.000000,20,Transaction 10074,2023,7,19
3016131,200639,200550,4,4813.72,2022-06-01 23:00:00.000000,9,Transaction 16131,2022,6,1
3018764,201032,200144,3,2912.1,2022-12-07 02:00:00.000000,33,Transaction 18764,2022,12,7
3032697,201059,201578,3,1556.37,2022-08-10 14:00:00.000000,37,Transaction 32697,2022,8,10
3045431,201302,200852,3,852.45,2022-07-13 22:00:00.000000,3,Transaction 45431,2022,7,13
3004104,200509,201153,4,1421.06,2020-11-03 03:00:00.000000,40,Transaction 4104,2020,11,3
3023513,200015,200652,1,4504.99,2022-05-28 05:00:00.000000,27,Transaction 23513,2022,5,28
3000959,200482,200603,3,4089.84,2022-12-02 18:00:00.000000,21,Transaction 959,2022,12,2
3023766,201496,201624,2,4069.7,2023-12-24 10:00:00.000000,9,Transaction 23766,2023,12,24
3004032,200355,200650,1,4507.41,2022-05-02 16:00:00.000000,49,Transaction 4032,2022,5,2
3029845,201206,200191,2,4962.31,2021-03-12 18:00:00.000000,15,Transaction 29845,2021,3,12
3027479,200454,200110,3,1475.5,2023-06-21 09:00:00.000000,48,Transaction 27479,2023,6,21
3035381,200749,200914,2,381.82,2022-04-06 09:00:00.000000,50,Transaction 35381,2022,4,6
3047822,201504,200146,4,3787.77,2023-03-14 21:00:00.000000,37,Transaction 47822,2023,3,14
3030842,200759,200451,1,767.12,2021-05-21 12:00:00.000000,5,Transaction 30842,2021,5,21
3040222,201512,200873,3,3956.04,2023-11-19 14:00:00.000000,3,Transaction 40222,2023,11,19
3049417,201482,201062,4,2866.68,2023-07-18 16:00:00.000000,16,Transaction 49417,2023,7,18
3038689,201621,200345,1,3981.66,2020-09-13 04:00:00.000000,2,Transaction 38689,2020,9,13
3020419,201402,200991,2,2692.06,2022-07-28 23:00:00.000000,49,Transaction 20419,2022,7,28
3003632,200264,200274,3,3031.95,2022-11-10 05:00:00.000000,26,Transaction 3632,2022,11,10
3006837,201615,200666,2,4758.71,2022-02-28 19:00:00.000000,26,Transaction 6837,2022,2,28
3017292,201115,200469,2,805.58,2020-06-05 10:00:00.000000,44,Transaction 17292,2020,6,5
3045515,201014,200363,3,3696.69,2021-01-19 06:00:00.000000,12,Transaction 45515,2021,1,19
3017182,200395,200187,2,4335.08,2023-07-06 05:00:00.000000,46,Transaction 17182,2023,7,6
3022546,200353,201274,3,3125.67,2020-01-27 12:00:00.000000,10,Transaction 22546,2020,1,27
3006865,200332,200977,2,3366.07,2023-11-06 15:00:00.000000,17,Transaction 6865,2023,11,6
3014099,200583,201277,2,4936.47,2020-03-22 17:00:00.000000,38,Transaction 14099,2020,3,22
3024434,200031,200911,1,4820.66,2020-12-10 07:00:00.000000,15,Transaction 24434,2020,12,10
3019947,201617,201447,2,2353.09,2020-06-26 03:00:00.000000,5,Transaction 19947,2020,6,26
3034303,200242,200964,1,1299.84,2020-12-20 19:00:00.000000,49,Transaction 34303,2020,12,20
3011362,200746,201627,3,2700.58,2020-04-28 13:00:00.000000,30,Transaction 11362,2020,4,28
3015207,200087,200403,1,3054.9,2021-12-12 17:00:00.000000,33,Transaction 15207,2021,12,12
3044468,201294,200935,1,1799.09,2021-03-10 16:00:00.000000,38,Transaction 44468,2021,3,10
3048028,201631,200215,1,609.31,2020-07-09 10:00:00.000000,47,Transaction 48028,2020,7,9
3047785,201471,201538,4,1773.43,2023-08-18 15:00:00.000000,15,Transaction 47785,2023,8,18
3043810,200602,200640,3,2691.26,2023-01-04 01:00:00.000000,8,Transaction 43810,2023,1,4
3043619,201158,201116,4,3995.22,2021-02-17 08:00:00.000000,27,Transaction 43619,2021,2,17
3029953,200461,201030,1,3399.85,2021-01-07 20:00:00.000000,50,Transaction 29953,2021,1,7
3044794,201450,200771,2,3369.13,2022-09-29 13:00:00.000000,12,Transaction 44794,2022,9,29
3045286,200983,200474,2,3983.2,2020-03-26 18:00:00.000000,18,Transaction 45286,2020,3,26
3000137,200101,200997,1,4876.39,2023-03-16 06:00:00.000000,35,Transaction 137,2023,3,16
3035920,201517,200592,4,2073.5,2020-10-05 05:00:00.000000,25,Transaction 35920,2020,10,5
3040636,200921,200525,1,2163.3,2023-03-02 09:00:00.000000,25,Transaction 40636,2023,3,2
3007740,200299,200333,2,3452.45,2023-06-13 14:00:00.000000,30,Transaction 7740,2023,6,13
3034824,200012,200283,1,3879.72,2021-05-24 21:00:00.000000,12,Transaction 34824,2021,5,24
3040264,201572,201224,3,1971.15,2021-12-03 15:00:00.000000,7,Transaction 40264,2021,12,3
3001939,200217,200332,1,508.63,2020-05-28 22:00:00.000000,19,Transaction 1939,2020,5,28
3021435,200002,201475,1,4736.0,2022-08-09 00:00:00.000000,19,Transaction 21435,2022,8,9
3008686,200420,201505,2,2706.0,2020-04-23 15:00:00.000000,46,Transaction 8686,2020,4,23
3021706,200317,200932,3,3102.02,2022-11-19 15:00:00.000000,5,Transaction 21706,2022,11,19
3035970,201269,200836,1,932.21,2023-01-14 03:00:00.000000,26,Transaction 35970,2023,1,14
3048386,200562,201070,3,2071.19,2022-07-21 03:00:00.000000,50,Transaction 48386,2022,7,21
3044607,200142,200087,3,114.02,2022-10-31 01:00:00.000000,41,Transaction 44607,2022,10,31
3001237,201115,200445,3,4767.81,2021-01-31 20:00:00.000000,18,Transaction 1237,2021,1,31
3007634,200680,201237,3,4423.29,2021-02-01 01:00:00.000000,11,Transaction 7634,2021,2,1
3037198,200006,201174,4,65.72,2023-06-06 20:00:00.000000,10,Transaction 37198,2023,6,6
3048040,200010,200014,3,3369.74,2021-10-09 08:00:00.000000,33,Transaction 48040,2021,10,9
3025450,201056,200495,1,4431.73,2020-04-25 02:00:00.000000,30,Transaction 25450,2020,4,25
3045109,201002,201633,2,2163.56,2021-02-15 22:00:00.000000,41,Transaction 45109,2021,2,15
3013165,200998,200275,1,4692.74,2020-09-11 00:00:00.000000,4,Transaction 13165,2020,9,11
3005212,201150,200728,2,4918.56,2023-12-05 02:00:00.000000,22,Transaction 5212,2023,12,5
3023763,200421,201049,1,2821.54,2020-09-22 19:00:00.000000,33,Transaction 23763,2020,9,22
3012569,200450,201522,3,3804.99,2021-12-28 08:00:00.000000,29,Transaction 12569,2021,12,28
3017247,201243,200217,4,603.13,2023-11-17 05:00:00.000000,34,Transaction 17247,2023,11,17
3015616,201427,200416,2,3794.07,2022-07-07 14:00:00.000000,4,Transaction 15616,2022,7,7
3000969,200499,200840,1,150.52,2023-09-02 16:00:00.000000,43,Transaction 969,2023,9,2
3004438,201005,200555,2,1291.31,2023-09-17 19:00:00.000000,21,Transaction 4438,2023,9,17
3040138,200310,200114,3,1635.01,2022-11-26 16:00:00.000000,23,Transaction 40138,2022,11,26
3025888,201587,200326,1,502.03,2022-02-27 01:00:00.000000,9,Transaction 25888,2022,2,27
3040346,200387,200326,1,2689.3,2023-01-07 10:00:00.000000,4,Transaction 40346,2023,1,7
3020842,201066,201030,1,15.48,2021-12-25 01:00:00.000000,11,Transaction 20842,2021,12,25
3045429,200660,201290,1,3736.98,2021-02-16 16:00:00.000000,30,Transaction 45429,2021,2,16
3042862,200639,200708,1,1884.3,2022-11-08 07:00:00.000000,45,Transaction 42862,2022,11,8
3017025,201028,200764,1,4804.36,2021-09-22 23:00:00.000000,44,Transaction 17025,2021,9,22
3045996,200745,200776,1,1806.12,2023-10-15 12:00:00.000000,45,Transaction 45996,2023,10,15
3005525,201209,201220,1,3095.8,2020-10-03 11:00:00.000000,22,Transaction 5525,2020,10,3
3001710,200185,201649,1,1843.04,2023-10-07 17:00:00.000000,30,Transaction 1710,2023,10,7
3002026,201635,200130,4,3121.7,2022-09-05 18:00:00.000000,24,Transaction 2026,2022,9,5
3034307,200945,201021,4,2674.96,2022-12-30 03:00:00.000000,42,Transaction 34307,2022,12,30
3015880,200676,201142,2,8.39,2022-12-28 21:00:00.000000,7,Transaction 15880,2022,12,28
3044111,200263,200062,2,2934.25,2021-08-08 12:00:00.000000,5,Transaction 44111,2021,8,8
3024690,200483,200263,4,3832.93,2023-08-05 13:00:00.000000,6,Transaction 24690,2023,8,5
3038241,200139,201478,3,136.64,2020-03-04 06:00:00.000000,7,Transaction 38241,2020,3,4
3043460,201405,200705,1,3837.01,2023-01-25 10:00:00.000000,2,Transaction 43460,2023,1,25
3013284,200462,201269,1,1380.01,2022-02-14 18:00:00.000000,25,Transaction 13284,2022,2,14
3010714,200596,200867,3,670.39,2020-03-17 18:00:00.000000,37,Transaction 10714,2020,3,17
3043826,201577,200732,2,4209.15,2020-05-17 03:00:00.000000,28,Transaction 43826,2020,5,17
3047244,200380,201214,3,873.2,2020-04-12 14:00:00.000000,24,Transaction 47244,2020,4,12
3048936,200817,200422,2,2166.79,2023-10-11 07:00:00.000000,10,Trasaction 48936,2023,10,11
3047647,200905,201029,1,4022.33,2020-10-29 15:00:00.000000,36,Transaction 47647,2020,10,29
3030248,200313,200446,1,3446.89,2021-05-21 18:00:00.000000,36,Transaction 30248,2021,5,21
3041542,201331,200209,1,4722.14,2021-05-09 21:00:00.000000,31,Transaction 41542,2021,5,9
3006065,200723,201347,3,2797.92,2020-09-22 23:00:00.000000,25,Transaction 6065,2020,9,22
3006884,201650,200691,3,3214.93,2021-04-25 01:00:00.000000,30,Transaction 6884,2021,4,25
3012550,200137,200561,1,2834.75,2022-03-07 13:00:00.000000,30,Transaction 12550,2022,3,7
3005826,200759,201278,3,4628.52,2023-08-10 16:00:00.000000,31,Transaction 5826,2023,8,10
